3627326983,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3627827406,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3628327199,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3628827535,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3629327175,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3629827424,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3630327339,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3630827498,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3631326749,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3631827178,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3632326773,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3632827247,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3633326494,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3633827321,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3634326163,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3634827432,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3635327001,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3635827349,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3636326800,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3636827345,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3637326907,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3637827378,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3638326880,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3638827305,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3639326605,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3639827251,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3640326811,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3640826907,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3641326775,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3641827211,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3642326405,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3642826625,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3643325958,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3643826709,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
3644326681,2.018696161,0.12075409,0,0.999998816,0,0,-0.001538507
